sep=,
"Time","Global Solar","Generic flat plate PV Solar Altitude","Generic flat plate PV Solar Azimuth","Generic flat plate PV Angle of Incidence","Generic flat plate PV Incident Solar","Generic flat plate PV Power Output","Wind Speed","Generic 1.5 MW Power Output","Generic 1.5 MW Operating Status","AC Primary Load","AC Primary Load Served","Autosize Genset Power Output","Autosize Genset Operating Status","Autosize Genset Fuel","Generic Large Genset (size-your-own) Power Output","Generic Large Genset (size-your-own) Operating Status","Generic Large Genset (size-your-own) Fuel","Total Electrical Load Served","Renewable Penetration","Excess Electrical Production","Unmet Electrical Load","Total Renewable Power Output","Inverter Power Input","Inverter Power Output","Rectifier Power Input","Rectifier Power Output","Generic 1kWh Li-Ion Maximum Charge Power","Generic 1kWh Li-Ion Maximum Discharge Power","Generic 1kWh Li-Ion Charge Power","Generic 1kWh Li-Ion Discharge Power","Generic 1kWh Li-Ion Input Power","Generic 1kWh Li-Ion Energy Content","Generic 1kWh Li-Ion State of Charge","Generic 1kWh Li-Ion Energy Cost","Electrolyzer Input","Electrolyzer Output","Stored Hydrogen","Excess Hydrogen","AC Required Operating Capacity","DC Required Operating Capacity","AC Operating Capacity","DC Operating Capacity"
,"kW/m2","°","°","°","kW/m2","kW","m/s","kW","status","kW","kW","kW","status","kg","kW","status","L","kW","%","kW","kW","kW","kW","kW","kW","kW","kW","kW","kW","kW","kW","kWh","%","$/kWh","kW","kg/hr","kg","kg/hr","kW","kW","kW","kW"
"1/1/2007 12:00:00 AM","0","0","-175.8161","90","0","0","8.346207","107060.4","0","12740.34","12740.34","0","-3","0","0","0","0","12840.34","833.7816","94214.77","0","107060.4","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","11.90141","0","67544.55","0","107060.4","711630.8"
"1/1/2007 1:00:00 AM","0","0","-150.4017","90","0","0","7.227969","78662.45","0","12307.12","12307.12","0","-3","0","0","0","0","12407.12","634.0105","66250.06","0","78662.45","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","13.80282","0","52869.06","0","78662.45","711630.8"
"1/1/2007 2:00:00 AM","0","0","-129.1754","90","0","0","6.570551","59706.8","0","18120.84","18120.84","0","-3","0","0","0","0","18220.84","327.6841","41480.7","0","59706.8","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","15.70423","0","49786.33","0","59706.8","711630.8"
"1/1/2007 3:00:00 AM","0","0","-112.2124","90","0","0","2.209159","0","0","22312.6","22312.6","0","-3","0","0","0","0","22312.6","0","0","0","0","23486.95","22312.6","0","0","0","711630.8","0","23486.95","-23486.95","912898.4","97.35965","0","0","0","15.70423","0","24543.86","0","0","711630.8"
"1/1/2007 4:00:00 AM","0","0","-98.17099","90","0","0","3.070374","0","0","22405.4","22405.4","0","-3","0","0","0","0","22405.4","0","0","0.000000000003637979","0","23584.63","22405.4","0","0","26096.61","688143.8","0","23584.63","-23584.63","888038.1","94.70831","0","0","0","15.70423","0","24645.94","0","0","688143.8"
"1/1/2007 5:00:00 AM","0","0","-85.80167","90","0","0","3.327971","8349.911","0","32405.1","32405.1","0","-3","0","0","0","0","32405.1","25.76727","0","0","8349.911","25321.25","24055.19","0","0","52301.75","664559.2","0","25321.25","-25321.25","861347.1","91.86176","0","0","0","15.70423","0","39820.57","0","8349.911","664559.2"
"1/1/2007 6:00:00 AM","0","0","-74.20993","90","0","0","3.016814","0","0","39959.93","39959.93","0","-3","0","0","0","0","39959.93","0","0","0","0","42063.08","39959.93","0","0","80436.48","639237.9","0","42063.08","-42063.08","817008.8","87.13311","0","0","0","15.70423","0","43955.92","0","0","639237.9"
"1/1/2007 7:00:00 AM","0","0","-62.76874","90","0","0","4.975116","25994.21","0","53751.57","53751.57","0","-3","0","0","0","0","53751.57","48.35991","0","0","25994.21","29218.27","27757.36","0","0","127173.2","597174.9","0","29218.27","-29218.27","786210","83.84846","0","0","0","15.70423","0","72123.83","0","25994.21","597174.9"
"1/1/2007 8:00:00 AM","0.0004014401","0","-51.02945","90","0","0","4.913336","25017.62","0","61651.16","61651.16","0","-3","0","0","0","0","61651.16","40.57933","0","0","25017.62","38561.61","36633.54","0","0","159638","567956.6","0","38561.61","-38561.61","745562.5","79.51344","0","0","0","15.70423","0","80325.09","0","25017.62","567956.6"
"1/1/2007 9:00:00 AM","0.01148021","4.447957","-38.68985","47.41011","0.01017676","166.2389","4.367063","17671.61","0","71487.2","71487.2","0","-3","0","0","0","0","71487.2","24.9525","0","0.00000000001455192","17837.85","56648","53815.6","0","0","202484.2","529395","0","56481.76","-56481.76","686025.5","73.16389","0","0","0","15.70423","0","87471.73","132.9911","17671.61","529561.2"
"1/1/2007 10:00:00 AM","0.001694204","9.113389","-25.61459","35.41346","0.001421299","23.21714","6.874152","67705.43","0","58222.05","58222.05","0","-3","0","0","0","0","58222.05","116.3282","0","0","67728.64","0","0","9483.377","9009.208","265241.7","472913.2","9032.425","0","9032.425","694594.4","74.07775","0","0","0","15.70423","0","97896.97","18.57371","67705.43","472936.4"
"1/1/2007 11:00:00 AM","0.0009793905","11.93211","-11.87943","26.14209","0.0008191126","13.38033","3.480659","9476.263","0","75497.46","75497.46","0","-3","0","0","0","0","75497.46","12.56949","0","0.00000000001455192","9489.643","69496","66021.2","0","0","256209.3","481042.4","0","69482.62","-69482.62","621353.2","66.26666","0","0","0","15.70423","0","87785.34","10.70427","9476.263","481055.8"
"1/1/2007 12:00:00 PM","0.02103111","12.6708","2.218839","23.1838","0.01814317","296.3714","2.939249","0","0","72453.22","72453.22","0","-3","0","0","0","0","72453.22","0.4090521","0","0.00000000001455192","296.3714","76266.55","72453.22","0","0","333412.2","411559.8","0","75970.18","-75970.18","541273.7","57.72626","0","0","0","15.70423","0","79698.54","237.0972","0","411856.2"
"1/1/2007 1:00:00 PM","0.01730101","11.26339","16.24625","28.57986","0.01492193","243.752","4.612844","20267.6","0","67651.33","67651.33","0","-3","0","0","0","0","67651.33","30.31922","0","0.00000000001455192","20511.35","49877.61","47383.73","0","0","417823.5","335589.6","0","49633.85","-49633.85","488955","52.14653","0","0","0","15.70423","0","84550.26","195.0016","20267.6","335833.3"
"1/1/2007 2:00:00 PM","0.004198794","7.833905","29.79653","38.99342","0.003552421","58.02935","3.565079","10099.01","0","61707.91","61707.91","0","-3","0","0","0","0","61707.91","16.45988","0","0","10157.04","54325.15","51608.89","0","0","472972.2","285955.8","0","54267.12","-54267.12","431752.4","46.04594","0","0","0","15.70423","0","72928.2","46.42348","10099.01","286013.8"
"1/1/2007 3:00:00 PM","0.0007983368","2.654765","42.63835","51.44055","0.0006716878","10.97212","7.854805","96703.25","0","37811.05","37811.05","0","-3","0","0","0","0","37811.05","255.783","0","0","96714.23","0","0","58892.21","55947.59","533269.1","231688.6","55958.57","0","55958.57","484839.4","51.7076","0","0","0","15.70423","0","89943.77","8.777699","96703.25","231699.6"
"1/1/2007 4:00:00 PM","0","0","54.7663","90","0","0","9.346463","117968.5","0","72908.58","72908.58","0","-3","0","0","0","0","72908.58","161.8033","0","0","117968.5","0","0","45059.92","42806.93","477310.5","282051.3","42806.93","0","42806.93","525449.6","56.03864","0","0","0","15.70423","0","139183.7","0","117968.5","282051.3"
"1/1/2007 5:00:00 PM","0","0","66.37262","90","0","0","9.037603","115491.4","0","63809.68","63809.68","0","-3","0","0","0","0","63809.68","180.9935","0","0","115491.4","0","0","51681.69","49097.6","434503.6","320577.6","49097.6","0","49097.6","572027.7","61.00614","0","0","0","15.70423","0","127936.3","0","115491.4","320577.6"
"1/1/2007 6:00:00 PM","0","0","77.80553","90","0","0","5.672491","38557.3","0","93454.87","93454.87","0","-3","0","0","0","0","93454.87","41.25768","0","0","38557.3","57786.91","54897.56","0","0","385406","364765.4","0","57786.91","-57786.91","511114.9","54.50986","0","0","0","15.70423","0","122079","0","38557.3","364765.4"
"1/1/2007 7:00:00 PM","0","0","89.56338","90","0","0","9.093599","116081.5","0","99080.62","99080.62","0","-3","0","0","0","0","99080.62","117.1586","0","0","116081.5","0","0","17000.85","16150.8","449613.6","306978.5","16150.8","0","16150.8","526436.9","56.14394","0","0","0","15.70423","0","167029.4","0","116081.5","306978.5"
"1/1/2007 8:00:00 PM","0","0","102.3453","90","0","0","11.13316","121500","0","107103.8","107103.8","0","-3","0","0","0","0","107103.8","113.4414","0","0","121500","0","0","14396.25","13676.43","433462.8","321514.2","13676.43","0","13676.43","539411.6","57.52766","0","0","0","15.70423","0","178564.1","0","121500","321514.2"
"1/1/2007 9:00:00 PM","0","0","117.1524","90","0","0","9.38717","118140.1","0","112260","112260","0","-3","0","0","0","0","112260","105.238","0","0","118140.1","0","0","5880.133","5586.126","419786.4","333823","5586.126","0","5586.126","544711","58.09285","0","0","0","15.70423","0","182556","0","118140.1","333823"
"1/1/2007 10:00:00 PM","0","0","135.3289","90","0","0","5.83215","41922.4","0","60896.36","60896.36","0","-3","0","0","0","0","60896.36","68.84221","0","0.000000000007275958","41922.4","19972.59","18973.96","0","0","414200.2","338850.5","0","19972.59","-19972.59","523658","55.84757","0","0","0","15.70423","0","87947.2","0","41922.4","338850.5"
"1/1/2007 11:00:00 PM","0","0","158.0156","90","0","0","6.847367","66999.75","0","37019.3","37019.3","0","-3","0","0","0","0","37019.3","180.986","0","0","66999.75","0","0","29980.44","28481.42","436392","318877.9","28481.42","0","28481.42","550677.9","58.72921","0","0","0","15.70423","0","74221.11","0","66999.75","318877.9"
"1/2/2007 12:00:00 AM","0","0","-176.0226","90","0","0","7.732388","94123.11","0","15972.73","15972.73","0","-3","0","0","0","0","15972.73","589.2738","0","0","94123.11","0","0","78150.38","74242.86","407910.6","344511.2","74242.86","0","74242.86","621110.9","66.24081","0","0","0","15.70423","0","64631.56","0","94123.11","344511.2"
"1/2/2007 1:00:00 AM","0","0","-150.6208","90","0","0","7.335163","82051.39","0","12952.79","12952.79","0","-3","0","0","0","0","12952.79","633.4651","0","0","82051.39","0","0","69098.6","65643.67","333667.8","411329.8","65643.67","0","65643.67","683385.9","72.88238","0","0","0","15.70423","0","55273.76","0","82051.39","411329.8"
"1/2/2007 2:00:00 AM","0","0","-129.3752","90","0","0","8.947067","114537.3","0","5463.856","5463.856","0","-3","0","0","0","0","5463.856","2096.271","0","0","114537.3","0","0","109073.4","103619.7","268024.1","470409.1","103619.7","0","103619.7","781688.2","83.36622","0","0","0","15.70423","0","63278.88","0","114537.3","470409.1"
"1/2/2007 3:00:00 AM","0","0","-112.387","90","0","0","4.968431","25888.55","0","18305.45","18305.45","0","-3","0","0","0","0","18305.45","141.4253","0","0","25888.55","0","0","7583.095","7203.94","164404.3","563666.9","7203.94","0","7203.94","788522.5","84.09509","0","0","0","15.70423","0","33080.27","0","25888.55","563666.9"
"1/2/2007 4:00:00 AM","0","0","-98.32574","90","0","0","7.28861","80579.62","0","10489.62","10489.62","0","-3","0","0","0","0","10489.62","768.1841","0","0","80579.62","0","0","70089.99","66585.49","157200.4","570150.4","66585.49","0","66585.49","851691","90.83194","0","0","0","15.70423","0","51828.39","0","80579.62","570150.4"
"1/2/2007 5:00:00 AM","0","0","-85.94316","90","0","0","12.31496","121500","0","18074.42","18074.42","0","-3","0","0","0","0","18174.42","668.522","7936.209","0","121500","0","0","95489.38","90714.91","90614.91","630077.4","90614.91","0","90614.91","937655.9","100","0","100","1.901408","17.60563","0","80631.86","0","121500","630077.4"
"1/2/2007 6:00:00 AM","0","0","-74.34344","90","0","0","8.376346","107695.6","0","25262.72","25262.72","0","-3","0","0","0","0","25362.72","424.6216","82327.62","0","107695.6","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","19.50704","0","81636.8","0","107695.6","711630.8"
"1/2/2007 7:00:00 AM","0","0","-62.89793","90","0","0","10.63934","121372.1","0","43020.49","43020.49","0","-3","0","0","0","0","43120.49","281.472","78246.34","0","121372.1","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","21.40845","0","108008.6","0","121372.1","711630.8"
"1/2/2007 8:00:00 AM","0.0004167139","0","-51.15643","90","0","0","8.944066","114505.6","0","47195.89","47195.89","0","-3","0","0","0","0","47295.89","242.1048","67204.48","0","114505.6","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","23.30986","0","109168.3","0","114505.6","711630.8"
"1/2/2007 9:00:00 AM","0.01629385","4.474828","-38.81498","47.47666","0.01480541","241.8487","7.11343","75041.29","0","47887.5","47887.5","0","-3","0","0","0","0","47987.5","156.8807","27295.64","0","75283.14","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","25.21127","0","90196.89","193.4789","75041.29","711872.6"
"1/2/2007 10:00:00 AM","0.0728034","9.156224","-25.73634","35.45229","0.09120281","1489.812","10.04769","120748.6","0","37526.75","37526.75","0","-3","0","0","0","0","37626.75","324.8711","84611.66","0","122238.4","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","27.11268","0","101653.7","1191.85","120748.6","713120.6"
"1/2/2007 11:00:00 AM","0.14405","11.9921","-11.99456","26.12953","0.3470416","5668.979","11.07077","121500","0","43235.78","43235.78","0","-3","0","0","0","0","43335.78","293.4503","83833.2","0","127169","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","29.01408","0","108309.4","4535.183","121500","717299.8"
"1/2/2007 12:00:00 PM","0.1651608","12.74754","2.114326","23.09933","0.4443919","7259.211","8.938773","114449.9","0","55694.55","55694.55","0","-3","0","0","0","0","55794.55","218.1379","65914.52","0","121709.1","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","30.91549","0","118488.9","5807.369","114449.9","718890"
"1/2/2007 1:00:00 PM","0.1166889","11.35489","16.15554","28.45713","0.2129097","3477.912","9.759874","119711.2","0","65793.15","65793.15","0","-3","0","0","0","0","65893.15","186.9528","57295.93","0","123189.1","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","32.8169","0","132228","2782.33","119711.2","715108.7"
"1/2/2007 2:00:00 PM","0.1284909","7.937116","29.72077","38.8661","0.5609661","9163.468","10.96711","121500","0","65038.5","65038.5","0","-3","0","0","0","0","65138.5","200.5933","65524.97","0","130663.5","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","34.71831","0","132292.3","7330.774","121500","720794.2"
"1/2/2007 3:00:00 PM","0.0292698","2.766454","42.57656","51.31773","0.06156997","1005.755","9.183598","117029.9","0","49089.14","49089.14","0","-3","0","0","0","0","49189.14","239.9628","68846.52","0","118035.7","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","36.61972","0","112513","804.604","117029.9","712636.5"
"1/2/2007 4:00:00 PM","0","0","54.71602","90","0","0","9.327824","117889.9","0","63841.1","63841.1","0","-3","0","0","0","0","63941.1","184.3727","53943.56","0","117889.9","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","38.52113","0","129170.2","0","117889.9","711630.8"
"1/2/2007 5:00:00 PM","0","0","66.33064","90","0","0","5.083182","27702.48","0","77736.52","77736.52","0","-3","0","0","0","0","77736.52","35.63638","0","0","27702.48","52667.41","50034.04","0","0","0","711630.8","0","52667.41","-52667.41","882139.6","94.07925","0","0","0","38.52113","0","99361.41","0","27702.48","711630.8"
"1/2/2007 6:00:00 PM","0","0","77.76811","90","0","0","5.754281","40281.18","0","51810.38","51810.38","0","-3","0","0","0","0","51810.38","77.74731","0","0","40281.18","12136","11529.2","0","0","58519.34","658963.4","0","12136","-12136","869347.1","92.71494","0","0","0","38.52113","0","77132","0","40281.18","658963.4"
"1/2/2007 7:00:00 PM","0","0","89.5259","90","0","0","4.513851","19218.51","0","70758.01","70758.01","0","-3","0","0","0","0","70758.01","27.16089","0","0.00000000001455192","19218.51","54252.11","51539.5","0","0","72003.79","646827.4","0","54252.11","-54252.11","812160.3","86.61604","0","0","0","38.52113","0","87443.06","0","19218.51","646827.4"
"1/2/2007 8:00:00 PM","0","0","102.301","90","0","0","6.981513","70870.74","0","80158.41","80158.41","0","-3","0","0","0","0","80158.41","88.41336","0","0","70870.74","9776.493","9287.669","0","0","132283.9","592575.2","0","9776.493","-9776.493","801855","85.51698","0","0","0","38.52113","0","123609.6","0","70870.74","592575.2"
"1/2/2007 9:00:00 PM","0","0","117.0903","90","0","0","5.024006","26767.04","0","55388.6","55388.6","0","-3","0","0","0","0","55388.6","48.32591","0","0","26767.04","30127.95","28621.55","0","0","143146.7","582798.8","0","30127.95","-30127.95","770097.4","82.13007","0","0","0","38.52113","0","74310.98","0","26767.04","582798.8"
"1/2/2007 10:00:00 PM","0","0","135.2309","90","0","0","4.102118","14879.53","0","45373.54","45373.54","0","-3","0","0","0","0","45373.54","32.7934","0","0","14879.53","32098.96","30494.01","0","0","176622.2","552670.8","0","32098.96","-32098.96","736262.1","78.52157","0","0","0","38.52113","0","57350.66","0","14879.53","552670.8"
"1/2/2007 11:00:00 PM","0","0","157.8615","90","0","0","6.02821","46054.7","0","38020","38020","0","-3","0","0","0","0","38020","121.1328","0","0","46054.7","0","0","8034.703","7632.967","212287.7","520571.8","7632.967","0","7632.967","743503.4","79.29384","0","0","0","38.52113","0","64849.34","0","46054.7","520571.8"
"1/3/2007 12:00:00 AM","0","0","-176.2273","90","0","0","6.299636","52569.3","0","17763.7","17763.7","0","-3","0","0","0","0","17763.7","295.9367","0","0","52569.3","0","0","34805.61","33065.33","204654.7","527441.5","33065.33","0","33065.33","774871.9","82.63926","0","0","0","38.52113","0","45824.72","0","52569.3","527441.5"
"1/3/2007 1:00:00 AM","0","0","-150.8419","90","0","0","6.467402","56989.23","0","12997.22","12997.22","0","-3","0","0","0","0","12997.22","438.4726","0","0","56989.23","0","0","43992.02","41792.41","171589.4","557200.3","41792.41","0","41792.41","814519.6","86.86765","0","0","0","38.52113","0","42791.56","0","56989.23","557200.3"
"1/3/2007 2:00:00 AM","0","0","-129.5789","90","0","0","5.364214","32144.9","0","13843.06","13843.06","0","-3","0","0","0","0","13843.06","232.2095","0","0","32144.9","0","0","18301.84","17386.75","129797","594813.5","17386.75","0","17386.75","831014.2","88.62678","0","0.00000000000345608","0.00000000000006571419","38.52113","0","31299.82","0","32144.9","594813.5"
"1/3/2007 3:00:00 AM","0","0","-112.5661","90","0","0","7.607161","90650.59","0","20130.99","20130.99","0","-3","0","0","0","0","20130.99","450.3038","0","0","90650.59","0","0","70519.61","66993.63","112410.2","610461.6","66993.63","0","66993.63","894569.9","95.40493","0","0","0","38.52113","0","67469.38","0","90650.59","610461.6"
"1/3/2007 4:00:00 AM","0","0","-98.48492","90","0","0","8.916872","114219.1","0","17765.63","17765.63","0","-3","0","0","0","0","17865.63","639.3227","48541.2","0","114219.1","0","0","47912.22","45516.61","45416.61","670755.8","45416.61","0","45416.61","937655.9","100","0","100","1.901408","40.42253","0","76651.73","0","114219.1","670755.8"
"1/3/2007 5:00:00 AM","0","0","-86.08875","90","0","0","10.69389","121429.6","0","30770.1","30770.1","0","-3","0","0","0","0","30870.1","393.3566","90554.22","0","121429.6","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","42.32394","0","94561.91","0","121429.6","711630.8"
"1/3/2007 6:00:00 AM","0","0","-74.48063","90","0","0","6.734041","64014.09","0","38898.67","38898.67","0","-3","0","0","0","0","38998.67","164.1443","25010.16","0","64014.09","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","44.22535","0","74795.59","0","64014.09","711630.8"
"1/3/2007 7:00:00 AM","0","0","-63.03035","90","0","0","7.8088","95733.62","0","40450.71","40450.71","0","-3","0","0","0","0","40550.71","236.0837","55177.66","0","95733.62","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","46.12676","0","92362.59","0","95733.62","711630.8"
"1/3/2007 8:00:00 AM","0.002239529","0","-51.28607","90","0","0","11.51599","121500","0","62123.86","62123.86","0","-3","0","0","0","0","62223.86","195.2627","59270.88","0","121500","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","48.02817","0","129086.2","0","121500","711630.8"
"1/3/2007 9:00:00 AM","0.04307381","4.508165","-38.9421","47.54008","0.07352549","1201.05","14.73368","121500","0","66301.39","66301.39","0","-3","0","0","0","0","66401.39","184.7869","56299.66","0","122701","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","49.92958","0","133681.5","960.8402","121500","712831.8"
"1/3/2007 10:00:00 AM","0.1409797","9.205707","-25.85926","35.48686","0.5775034","9433.607","12.57677","121500","0","60836.41","60836.41","0","-3","0","0","0","0","60936.41","214.8693","69997.2","0","130933.6","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","51.83099","0","127670","7546.886","121500","721064.4"
"1/3/2007 11:00:00 AM","0.2331844","12.05883","-12.10988","26.11135","0.9678025","15809.2","8.972502","114805.3","0","81468.7","81468.7","0","-3","0","0","0","0","81568.7","160.1282","49045.8","0","130614.5","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","53.7324","0","147018.2","12647.36","114805.3","727440"
"1/3/2007 12:00:00 PM","0.271945","12.83097","2.010694","23.00861","1.098631","17946.31","11.56648","121500","0","56514.96","56514.96","0","-3","0","0","0","0","56614.96","246.3065","82831.34","0","139446.3","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","55.6338","0","122916.5","14357.05","121500","729577.1"
"1/3/2007 1:00:00 PM","0.2413185","11.45285","16.06675","28.32963","1.040637","16998.96","8.662517","111538.6","0","60882.64","60882.64","0","-3","0","0","0","0","60982.64","210.7773","67554.89","0","128537.5","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","57.53521","0","122740.2","13599.17","111538.6","728629.8"
"1/3/2007 2:00:00 PM","0.1486093","8.04647","29.64785","38.73588","0.7086365","11575.69","11.15445","121500","0","56777.82","56777.82","0","-3","0","0","0","0","56877.82","233.9676","76197.87","0","133075.7","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","59.43662","0","123205.6","9260.55","121500","723206.4"
"1/3/2007 3:00:00 PM","0.04167898","2.883897","42.51834","51.19336","0.1589841","2597.029","11.167","121500","0","69271.75","69271.75","0","-3","0","0","0","0","69371.75","178.887","54725.28","0","124097","0","0","0","0","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","61.33803","0","136948.9","2077.623","121500","714227.8"
"1/3/2007 4:00:00 PM","0","0","54.66991","90","0","0","9.287859","117721.5","0","74569.74","74569.74","0","-3","0","0","0","0","74669.74","157.6562","43046.45","0","117721.5","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","63.23944","0","140887.4","0","117721.5","711630.8"
"1/3/2007 5:00:00 PM","0","0","66.29333","90","0","0","12.83039","121500","0","111788.2","111788.2","0","-3","0","0","0","0","111888.2","108.5906","9606.57","0","121500","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","65.14085","0","183717","0","121500","711630.8"
"1/3/2007 6:00:00 PM","0","0","77.73583","90","0","0","15.67638","121500","0","97351.12","97351.12","0","-3","0","0","0","0","97451.12","124.6779","24043.62","0","121500","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","67.04225","0","167836.2","0","121500","711630.8"
"1/3/2007 7:00:00 PM","0","0","89.49404","90","0","0","17.42223","121500","0","66512.55","66512.55","0","-3","0","0","0","0","66612.55","182.3981","54882.19","0","121500","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","68.94366","0","133913.8","0","121500","711630.8"
"1/3/2007 8:00:00 PM","0","0","102.2629","90","0","0","14.12747","121500","0","96941.3","96941.3","0","-3","0","0","0","0","97041.3","125.2044","24453.44","0","121500","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","70.84507","0","167385.4","0","121500","711630.8"
"1/3/2007 9:00:00 PM","0","0","117.0347","90","0","0","14.43702","121500","0","99244.05","99244.05","0","-3","0","0","0","0","99344.05","122.3022","22150.68","0","121500","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","72.74648","0","169918.5","0","121500","711630.8"
"1/3/2007 10:00:00 PM","0","0","135.1395","90","0","0","13.86379","121500","0","94725.91","94725.91","0","-3","0","0","0","0","94825.91","128.1295","26668.83","0","121500","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","74.64789","0","164948.5","0","121500","711630.8"
"1/3/2007 11:00:00 PM","0","0","157.7126","90","0","0","8.192123","103812.8","0","45109.58","45109.58","0","-3","0","0","0","0","45209.58","229.6257","58597.96","0","103812.8","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","76.54929","0","101526.9","0","103812.8","711630.8"
"1/4/2007 12:00:00 AM","0","0","-176.43","90","0","0","5.901556","43385.24","0","13780.23","13780.23","0","-3","0","0","0","0","13880.23","312.5686","29499.74","0","43385.24","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","78.45071","0","36850.88","0","43385.24","711630.8"
"1/4/2007 1:00:00 AM","0","0","-151.0648","90","0","0","8.37081","107578.9","0","19437.59","19437.59","0","-3","0","0","0","0","19537.59","550.6253","88036.08","0","107578.9","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","80.35211","0","75170.82","0","107578.9","711630.8"
"1/4/2007 2:00:00 AM","0","0","-129.7865","90","0","0","8.794237","112926.7","0","18390.64","18390.64","0","-3","0","0","0","0","18490.64","610.7234","94430.78","0","112926.7","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","82.25352","0","76693.05","0","112926.7","711630.8"
"1/4/2007 3:00:00 AM","0","0","-112.7496","90","0","0","7.193651","77577.49","0","13080.47","13080.47","0","-3","0","0","0","0","13180.47","588.5792","64391.76","0","77577.49","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","84.15493","0","53177.26","0","77577.49","711630.8"
"1/4/2007 4:00:00 AM","0","0","-98.64842","90","0","0","9.152745","116704.8","0","11757.76","11757.76","0","-3","0","0","0","0","11857.76","984.2061","104841.7","0","116704.8","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","86.05634","0","71285.91","0","116704.8","711630.8"
"1/4/2007 5:00:00 AM","0","0","-86.23833","90","0","0","14.31072","121500","0","22254.25","22254.25","0","-3","0","0","0","0","22354.25","543.5208","99140.48","0","121500","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","87.95775","0","85229.68","0","121500","711630.8"
"1/4/2007 6:00:00 AM","0","0","-74.62141","90","0","0","15.43328","121500","0","42532.98","42532.98","0","-3","0","0","0","0","42632.98","284.9907","78861.77","0","121500","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","89.85915","0","107536.3","0","121500","711630.8"
"1/4/2007 7:00:00 AM","0","0","-63.16589","90","0","0","15.77168","121500","0","37286.91","37286.91","0","-3","0","0","0","0","37386.91","324.9801","84107.83","0","121500","0","0","105.2632","100","0","711630.8","0","0","0","937655.9","100","0","100","1.901408","91.76057","0","101765.6","0","121500","711630.8"
"1/4/2007 8:00:00 AM","0.0005890735","0","-51.4183","90","0","0","19.59627","0","0","47112.3","47112.3","0","-3","0","0","0","0","47112.3","0","0","0.000000000007275958","0","49591.89","47112.3","0","0","0","711630.8","0","49591.89","-49591.89","885381.4","94.42499","0","0","0","91.76057","0","51823.53","0","0","711630.8"
