sep=,
"Time","Global Solar","Generic flat plate PV Solar Altitude","Generic flat plate PV Solar Azimuth","Generic flat plate PV Angle of Incidence","Generic flat plate PV Incident Solar","Generic flat plate PV Power Output","Wind Speed","Generic 1.5 MW Power Output","Generic 1.5 MW Operating Status","AC Primary Load","AC Primary Load Served","Autosize Genset Power Output","Autosize Genset Operating Status","Autosize Genset Fuel","Generic Large Genset (size-your-own) Power Output","Generic Large Genset (size-your-own) Operating Status","Generic Large Genset (size-your-own) Fuel","Total Electrical Load Served","Renewable Penetration","Excess Electrical Production","Unmet Electrical Load","Total Renewable Power Output","Inverter Power Input","Inverter Power Output","Rectifier Power Input","Rectifier Power Output","Generic 1kWh Li-Ion Maximum Charge Power","Generic 1kWh Li-Ion Maximum Discharge Power","Generic 1kWh Li-Ion Charge Power","Generic 1kWh Li-Ion Discharge Power","Generic 1kWh Li-Ion Input Power","Generic 1kWh Li-Ion Energy Content","Generic 1kWh Li-Ion State of Charge","Generic 1kWh Li-Ion Energy Cost","Electrolyzer Input","Electrolyzer Output","Stored Hydrogen","Excess Hydrogen","AC Required Operating Capacity","DC Required Operating Capacity","AC Operating Capacity","DC Operating Capacity"
,"kW/m2","°","°","°","kW/m2","kW","m/s","kW","status","kW","kW","kW","status","kg","kW","status","L","kW","%","kW","kW","kW","kW","kW","kW","kW","kW","kW","kW","kW","kW","kWh","%","$/kWh","kW","kg/hr","kg","kg/hr","kW","kW","kW","kW"
"3/7/2007 9:00:00 PM","0","0","125.6943","90","0","0","2.179266","0","0","59723.75","59723.75","0","-3","0","0","0","0","59723.75","0","0","0","0","62867.11","59723.75","0","0","677725.9","101677.5","0","62867.11","-62867.11","228440.9","24.36297","0.002936995","0","0","100","0","65696.13","0","0","101677.5"
"3/7/2007 10:00:00 PM","0","0","141.8624","90","0","0","1.909018","0","0","34072.38","34072.38","0","-3","0","2500","0","750","34072.38","0","0","0.000000000007275958","0","33234.08","31572.38","0","0","747578.2","38810.34","0","33234.08","-33234.08","193409.1","20.62687","0.002936995","0","0","100","0","37479.62","0","10000","38810.34"
"3/7/2007 11:00:00 PM","0","0","160.1646","90","0","0","4.144606","15327.28","0","32562.15","30624.73","0","-3","0","10000","0","2580","30624.73","50.04871","0","1937.428","15327.28","5576.259","5297.446","0","0","784505","5576.259","0","5576.259","-5576.259","187531.2","20","0.002936995","0","0","100","0","43482.01","0","25327.28","5576.259"
"3/8/2007 12:00:00 AM","0","0","-179.9447","90","0","0","5.845506","42203.89","0","13575.01","13575.01","0","-3","0","10000","0","2580","13575.01","310.894","0","0","42203.89","0","0","38628.88","36697.43","790700.9","0","36697.43","0","36697.43","222345.4","23.7129","0.003058794","0","0","100","0","36034.45","0","52203.89","0"
"3/8/2007 1:00:00 AM","0","0","-160.232","90","0","0","3.088757","6585.268","0","12103.66","12103.66","0","-3","0","10000","0","2580","12103.66","54.40724","0","0","6585.268","0","0","4481.607","4257.526","754003.4","33027.69","4257.526","0","4257.526","226384.5","24.14366","0.003134804","0","0","100","0","16606.66","0","16585.27","33027.69"
"3/8/2007 2:00:00 AM","0","0","-142.0064","90","0","0","3.727974","11300.67","0","14368.76","14368.76","0","-3","0","10000","0","2580","14368.76","78.6475","0","0","11300.67","0","0","6931.912","6585.316","749745.9","36859.46","6585.316","0","6585.316","232631.8","24.80994","0.003252292","0","0","100","0","21455.97","0","21300.67","36859.46"
"3/8/2007 3:00:00 AM","0","0","-125.8814","90","0","0","6.003589","45535.76","0","10338.31","10338.31","0","-3","0","10000","0","2580","10338.31","440.4563","0","0","45535.76","0","0","45197.44","42937.57","743160.6","42786.25","42937.57","0","42937.57","273366","29.15419","0.003371669","0","0","100","0","34140.02","0","55535.76","42786.25"
"3/8/2007 4:00:00 AM","0","0","-111.6427","90","0","0","9.458168","118439.4","0","14804.14","14804.14","0","-3","0","10000","0","2580","14804.14","800.0424","-0.00000000001455192","0","118439.4","0","0","113635.2","107953.5","700223","81430.06","107953.5","0","107953.5","375779.7","40.0765","0.003476193","0","0","100","0","75504.23","0","128439.4","81430.06"
"3/8/2007 5:00:00 AM","0","0","-98.71309","90","0","0","7.693249","93298.19","0","18447.92","18447.92","0","-3","0","10000","0","2580","18447.92","505.7382","0","0","93298.19","0","0","84850.27","80607.75","592269.6","178588.2","80607.75","0","80607.75","452250.9","48.23207","0.003585411","0","0","100","0","66941.8","0","103298.2","178588.2"
"3/8/2007 6:00:00 AM","0","0","-86.45673","90","0","0","7.572749","89562.69","0","28619.8","28619.8","0","-3","0","10000","0","2580","28619.8","312.9396","0","0","89562.69","0","0","70942.89","67395.74","511661.8","251135.2","67395.74","0","67395.74","516188.1","55.05091","0.003696564","0","0","100","0","76263.12","0","99562.69","251135.2"
"3/8/2007 7:00:00 AM","0.02848192","3.800905","-74.27764","75.04085","0.0310693","507.5218","8.630758","111203.9","0","48012","48012","0","-3","0","10000","0","2580","48012","232.6739","0","0","111711.4","0","0","73191.89","69532.3","444266.1","311791.3","70039.82","0","70039.82","582633.7","62.13726","0.003806171","0","0","100","0","108415.1","406.0174","121203.9","312298.8"
"3/8/2007 8:00:00 AM","0.1250093","11.91743","-61.63091","60.1373","0.168047","2745.074","7.845696","96511.28","0","48409.86","48409.86","0","-3","0","10000","0","2580","48409.86","205.0333","0","0","99256.35","0","0","58101.41","55196.34","374226.2","374827.2","57941.42","0","57941.42","637601.8","67.99955","0.003917748","0","0","100","0","101506.5","2196.059","106511.3","377572.2"
"3/8/2007 9:00:00 AM","0.1483192","19.07915","-48.03778","45.26849","0.1462871","2389.623","11.18477","121500","0","58598.2","58598.2","0","-3","0","10000","0","2580","58598.2","211.4222","0","0","123889.6","0","0","72901.8","69256.71","316284.8","426974.4","71646.34","0","71646.34","705571.4","75.24844","0.004025149","0","0","100","0","125208","1911.698","131500","429364.1"
"3/8/2007 10:00:00 AM","0.1704542","24.78428","-33.16376","30.49338","0.1582012","2584.241","12.61192","121500","0","47842.77","47842.77","0","-3","0","10000","0","2580","47842.77","259.3584","0","0","124084.2","0","0","83657.23","79474.37","244638.5","491456.2","82058.61","0","82058.61","783419.1","83.55081","0.004128988","0","0","100","0","113377","2067.393","131500","494040.4"
"3/8/2007 11:00:00 AM","0.2184769","28.50247","-16.98472","16.08134","0.2135581","3488.504","11.08952","121500","0","40818.52","40818.52","0","-3","0","0","0","0","40818.52","306.2054","0","0","124988.5","0","0","80681.48","76647.41","162579.9","565308.9","80135.91","0","80135.91","859442.7","91.65865","0.004108912","0","0","100","0","105650.4","2790.803","121500","568797.4"
"3/8/2007 12:00:00 PM","0.2950999","29.79531","0.04755386","5.972893","0.3534768","5774.098","6.412583","55545","0","61101.1","61101.1","0","-3","0","0","0","0","61101.1","100.3568","0","0","61319.1","5848.528","5556.101","0","0","82443.95","637431.2","0","74.43009","-74.43009","859364.2","91.65028","0.004108912","0","0","100","0","94983.71","4619.278","55545","643205.3"
"3/8/2007 1:00:00 PM","0.2576304","28.48826","17.07723","16.15828","0.2831852","4625.874","4.97621","26011.51","0","60585.6","60585.6","0","-3","0","0","0","0","60585.6","50.56876","0","0","30637.39","36393.77","34574.09","0","0","82526.66","637356.8","0","31767.9","-31767.9","825877.9","88.079","0.004108912","0","0","100","0","79649.91","3700.699","26011.51","641982.7"
"3/8/2007 2:00:00 PM","0.1038227","24.75771","33.24982","30.57461","0.09014824","1472.585","3.750601","11467.58","0","45406.62","45406.62","0","-3","0","0","0","0","45406.62","28.49841","0","0.000000000007275958","12940.17","35725.31","33939.04","0","0","117824.3","605588.9","0","34252.72","-34252.72","789772.4","84.22838","0.004108912","0","0","100","0","55681.08","1178.068","11467.58","607061.4"
"3/8/2007 3:00:00 PM","0.02767947","19.04305","48.1163","45.35058","0.02347213","383.4208","4.58289","19946.07","0","44716.38","44716.38","0","-3","0","0","0","0","44716.38","45.46318","0","0","20329.49","26074.01","24770.31","0","0","155882.9","571336.2","0","25690.59","-25690.59","762692.1","81.3403","0.004108912","0","0","100","0","59161.04","306.7367","19946.07","571719.6"
"3/8/2007 4:00:00 PM","0.03570847","11.87472","61.70309","60.21968","0.03082522","503.5347","5.043712","27078.55","0","63422.82","63422.82","0","-3","0","0","0","0","63422.82","43.48922","0","0","27582.09","38257.12","36344.27","0","0","184428","545645.6","0","37753.59","-37753.59","722896.3","77.09612","0.004108912","0","0","100","0","83304.38","402.8278","27078.55","546149.1"
"3/8/2007 5:00:00 PM","0.04735935","3.754188","74.34583","75.12335","0.1169106","1909.753","8.819066","113188.3","0","84687.24","84687.24","0","-3","0","0","0","0","84687.24","135.9096","0","0","115098.1","0","0","28501.1","27076.05","226376.4","507892","28985.8","0","28985.8","750394.7","80.02879","0.004101698","0","0","100","0","149750.1","1527.802","113188.3","509801.8"
"3/8/2007 6:00:00 PM","0","0","86.5238","90","0","0","7.370928","83182.11","0","62837.57","62837.57","0","-3","0","0","0","0","62837.57","132.3764","0","0","83182.11","0","0","20344.54","19327.31","197390.6","533979.2","19327.31","0","19327.31","768730.2","81.98425","0.004096902","0","0","100","0","110712.4","0","83182.11","533979.2"
"3/8/2007 7:00:00 PM","0","0","98.7822","90","0","0","8.163293","103205.2","0","57057.54","57057.54","0","-3","0","0","0","0","57057.54","180.8791","0","0","103205.2","0","0","46147.62","43840.23","178063.3","551373.8","43840.23","0","43840.23","810320.7","86.41984","0.004086064","0","0","100","0","114365.9","0","103205.2","551373.8"
"3/8/2007 8:00:00 PM","0","0","111.7173","90","0","0","7.921263","98103.98","0","62895.29","62895.29","0","-3","0","0","0","0","62895.29","155.9798","0","0","98103.98","0","0","35208.69","33448.25","134223.1","590830","33448.25","0","33448.25","842052.5","89.804","0.004077834","0","0","100","0","118236.8","0","98103.98","590830"
"3/8/2007 9:00:00 PM","0","0","125.965","90","0","0","6.330499","53382.42","0","90398.41","90398.41","0","-3","0","0","0","0","90398.41","59.05239","0","0.00000000001455192","53382.42","38964.19","37015.98","0","0","100774.8","620933.4","0","38964.19","-38964.19","800980.6","85.42373","0.004077834","0","0","100","0","126129.5","0","53382.42","620933.4"
"3/8/2007 10:00:00 PM","0","0","142.1016","90","0","0","6.704911","63246.62","0","45840.83","45840.83","0","-3","0","0","0","0","45840.83","137.9701","0","0","63246.62","0","0","17405.79","16535.5","144068.4","581969.2","16535.5","0","16535.5","816667.6","87.09673","0.004073778","0","0","100","0","82048.23","0","63246.62","581969.2"
"3/8/2007 11:00:00 PM","0","0","160.338","90","0","0","1.948397","0","0","28884.52","28884.52","0","-3","0","0","0","0","28884.52","0","0","0.000000000003637979","0","30404.76","28884.52","0","0","127532.9","596851.2","0","30404.76","-30404.76","784618.1","83.67869","0.004073778","0","0","100","0","31772.97","0","0","596851.2"
"3/9/2007 12:00:00 AM","0","0","-179.8679","90","0","0","0.5888013","0","0","11764.09","11764.09","0","-3","0","0","0","0","11764.09","0","0","0.000000000001818989","0","12383.25","11764.09","0","0","161316","566446.4","0","12383.25","-12383.25","771565.1","82.28659","0.004073778","0","0","100","0","12940.5","0","0","566446.4"
"3/9/2007 1:00:00 AM","0","0","-160.2595","90","0","0","2.745756","0","0","12520.6","12520.6","0","-3","0","0","0","0","12520.6","0","0","0.000000000001818989","0","13179.58","12520.6","0","0","175075.1","554063.2","0","13179.58","-13179.58","757672.6","80.80497","0.004073778","0","0","100","0","13772.66","0","0","554063.2"
"3/9/2007 2:00:00 AM","0","0","-142.1143","90","0","0","3.954612","13325.05","0","13419.75","13419.75","0","-3","0","0","0","0","13419.75","99.29431","0","0","13325.05","99.68616","94.70185","0","0","189719.1","540883.6","0","99.68616","-99.68616","757567.4","80.79376","0.004073778","0","0","100","0","21424.26","0","13325.05","540883.6"
"3/9/2007 3:00:00 AM","0","0","-126.0368","90","0","0","2.483464","0","0","8694.863","8694.863","0","-3","0","0","0","0","8694.863","0","0","0.000000000001818989","0","9152.488","8694.863","0","0","189829.9","540783.9","0","9152.488","-9152.488","747919.9","79.76486","0.004073778","0","0","100","0","9564.351","0","0","540783.9"
"3/9/2007 4:00:00 AM","0","0","-111.8206","90","0","0","5.026037","26799.15","0","11783.26","11783.26","0","-3","0","0","0","0","11783.26","227.4341","0","0","26799.15","0","0","15015.89","14265.1","199999.3","531631.4","14265.1","0","14265.1","761452.9","81.20815","0.004070285","0","0","100","0","26361.16","0","26799.15","531631.4"
"3/9/2007 5:00:00 AM","0","0","-98.89826","90","0","0","3.287974","8054.862","0","17971.39","17971.39","0","-3","0","0","0","0","17971.39","44.82047","0","0","8054.862","10438.45","9916.529","0","0","185734.2","544470","0","10438.45","-10438.45","750449.9","80.03468","0.004070285","0","0","100","0","23795.96","0","8054.862","544470"
"3/9/2007 6:00:00 AM","0.000004875416","0","-86.64","90","0","0","4.390463","17918.21","0","26791.57","26791.57","0","-3","0","0","0","0","26791.57","66.88004","0","0","17918.21","9340.376","8873.356","0","0","197332.5","534031.6","0","9340.376","-9340.376","740604.2","78.98465","0.004070285","0","0","100","0","38429.83","0","17918.21","534031.6"
"3/9/2007 7:00:00 AM","0.009442068","4.156096","-74.4518","74.97256","0.008190187","133.788","3.18809","7318.028","0","45026.54","45026.54","0","-3","0","0","0","0","45026.54","16.54983","0","0","7451.816","39693.17","37708.51","0","0","207710.7","524691.2","0","39559.38","-39559.38","698905","74.53748","0.004070285","0","0","100","0","53188.21","107.0304","7318.028","524824.9"
"3/9/2007 8:00:00 AM","0.02962069","12.28205","-61.78737","60.0569","0.02539239","414.7887","3.511311","9702.38","0","58589.94","58589.94","0","-3","0","0","0","0","58589.94","17.26776","0","0","10117.17","51460.59","48887.56","0","0","251665.5","485131.8","0","51045.8","-51045.8","645098","68.79901","0.004070285","0","0","100","0","69300.12","331.831","9702.38","485546.6"
"3/9/2007 9:00:00 AM","0.07033801","19.45618","-48.16399","45.17176","0.06080604","993.2761","4.677127","21283.75","0","48277.47","48277.47","0","-3","0","0","0","0","48277.47","46.14373","0","0.000000000007275958","22277.03","28414.44","26993.72","0","0","308383.1","434086","0","27421.17","-27421.17","616193.6","65.71638","0.004070285","0","0","100","0","63747.09","794.6209","21283.75","435079.3"
"3/9/2007 10:00:00 AM","0.1146836","25.17323","-33.24228","30.3691","0.0998432","1630.954","7.727746","94025.29","0","58845.21","58845.21","0","-3","0","0","0","0","58845.21","162.5557","0","0","95656.24","0","0","35180.07","33421.07","338851.1","406664.8","35052.03","0","35052.03","649446.8","69.26281","0.004061727","0","0","100","0","111742.4","1304.763","94025.29","408295.8"
"3/9/2007 11:00:00 AM","0.08680957","28.89775","-16.99639","15.88914","0.07453485","1217.538","8.515018","109984.2","0","50211.6","50211.6","0","-3","0","0","0","0","50211.6","221.4662","0","0","111201.7","0","0","59772.57","56783.94","303799","438211.7","58001.48","0","58001.48","704471.9","75.13117","0.004047646","0","0","100","0","110224.9","974.0306","109984.2","439429.2"
"3/9/2007 12:00:00 PM","0.1260886","30.18642","0.11466","5.582477","0.1093444","1786.158","8.191126","103791.8","0","49911.32","49911.32","0","-3","0","0","0","0","49911.32","211.5311","0","0","105578","0","0","53880.48","51186.46","245797.5","490413","52972.61","0","52972.61","754726.1","80.49073","0.004034871","0","0","100","0","106798.3","1428.926","103791.8","492199.2"
"3/9/2007 1:00:00 PM","0.1257814","28.86349","17.21936","16.07547","0.1092607","1784.791","5.010236","26549.37","0","52235.9","52235.9","0","-3","0","0","0","0","52235.9","54.2427","0","0.000000000007275958","28334.16","27038.45","25686.53","0","0","192824.9","538088.3","0","25253.66","-25253.66","728106.4","77.65177","0.004034871","0","0","100","0","70734.18","1427.833","26549.37","539873.1"
"3/9/2007 2:00:00 PM","0.1005011","25.10921","33.44951","30.56458","0.08707119","1422.321","4.964601","25828","0","42173.41","42173.41","0","-3","0","0","0","0","42173.41","64.61494","0","0","27250.32","17205.7","16345.41","0","0","220884.5","512834.7","0","15783.37","-15783.37","711469.2","75.87744","0.004034871","0","0","100","0","59304.75","1137.857","25828","514257"
"3/9/2007 3:00:00 PM","0.120173","19.36928","48.35289","45.36905","0.1081081","1765.963","4.245504","16390.58","0","55040.43","55040.43","0","-3","0","0","0","0","55040.43","32.98764","0","0.000000000007275958","18156.54","40684.06","38649.86","0","0","238421.6","497051.3","0","38918.1","-38918.1","670446","71.50235","0.004034871","0","0","100","0","68739.77","1412.771","16390.58","498817.3"
"3/9/2007 4:00:00 PM","0.03216747","12.17934","61.96084","60.25481","0.02764118","451.5229","2.722532","0","0","40922.96","40922.96","0","-3","0","0","0","0","40922.96","1.103349","0","0","451.5229","43076.8","40922.96","0","0","281664","458133.2","0","42625.28","-42625.28","625515","66.71051","0.004034871","0","0","100","0","45015.26","361.2184","0","458584.7"
"3/9/2007 5:00:00 PM","0.006607189","4.043853","74.6156","75.17072","0.005674663","92.69651","4.208735","16003.09","0","77269.95","77269.95","0","-3","0","0","0","0","77269.95","20.83059","0","0.00000000001455192","16095.78","64491.43","61266.86","0","0","329025.4","415507.9","0","64398.73","-64398.73","557632.8","59.47094","0.004034871","0","0","100","0","92998.48","74.15721","16003.09","415600.6"
"3/9/2007 6:00:00 PM","0.000004185197","0","86.80105","90","0","0","5.742328","40029.25","0","85214.44","85214.44","0","-3","0","0","0","0","85214.44","46.97473","0","0","40029.25","47563.36","45185.19","0","0","400579.5","351109.2","0","47563.36","-47563.36","507496.6","54.12397","0.004034871","0","0","100","0","113750.5","0","40029.25","351109.2"
"3/9/2007 7:00:00 PM","0","0","99.06413","90","0","0","5.351363","31941.75","0","64567.92","64567.92","0","-3","0","0","0","0","64567.92","49.47001","0","0","31941.75","34343.33","32626.16","0","0","453427.7","303545.8","0","34343.33","-34343.33","471295.5","50.26317","0.004034871","0","0","100","0","86995.59","0","31941.75","303545.8"
"3/9/2007 8:00:00 PM","0","0","111.9995","90","0","0","6.144699","48509.88","0","75649.52","75649.52","0","-3","0","0","0","0","75649.52","64.1245","0","0","48509.88","28568.04","27139.64","0","0","491587","269202.5","0","28568.04","-28568.04","441182.2","47.05161","0.004034871","0","0","100","0","107469.4","0","48509.88","269202.5"
"3/9/2007 9:00:00 PM","0","0","126.237","90","0","0","4.525725","19343.64","0","105081.5","105081.5","0","-3","0","0","0","0","105081.5","18.40824","0","0.00000000001455192","19343.64","90250.34","85737.81","0","0","523329.2","240634.5","0","90250.34","-90250.34","346050","36.90586","0.004034871","0","0","100","0","125261.4","0","19343.64","240634.5"
"3/9/2007 10:00:00 PM","0","0","142.3419","90","0","0","4.316791","17141.82","0","71764.64","71764.64","0","-3","0","0","0","0","71764.64","23.88617","0","0","17141.82","57497.7","54622.82","0","0","623607.4","150384.1","0","57497.7","-57497.7","285442.1","30.44209","0.004034871","0","0","100","0","87512.02","0","17141.82","150384.1"
"3/9/2007 11:00:00 PM","0","0","160.5128","90","0","0","4.157363","15461.72","0","39213.16","39213.16","0","-3","0","0","0","0","39213.16","39.42992","0","0","15461.72","25001.52","23751.45","0","0","687493.7","92886.43","0","25001.52","-25001.52","259088.2","27.63148","0.004034871","0","0","100","0","50865.34","0","15461.72","92886.43"
"3/10/2007 12:00:00 AM","0","0","-179.7894","90","0","0","2.964652","0","0","16560.72","16560.72","0","-3","0","0","0","0","16560.72","0","0","0","0","17432.34","16560.72","0","0","715273.2","67884.91","0","17432.34","-17432.34","240712.9","25.67177","0.004034871","0","0","100","0","18216.79","0","0","67884.91"
"3/10/2007 1:00:00 AM","0","0","-160.2846","90","0","0","4.760545","22602.38","0","15575.39","15575.39","0","-3","0","0","0","0","15575.39","145.1159","0","0","22602.38","0","0","7026.985","6675.636","734642.4","50452.57","6675.636","0","6675.636","247045.9","26.34718","0.004033267","0","0","100","0","28434.12","0","22602.38","50452.57"
"3/10/2007 2:00:00 AM","0","0","-142.2195","90","0","0","1.088637","0","0","13714.57","13714.57","0","-3","0","0","0","0","13714.57","0","0","0.000000000001818989","0","14436.39","13714.57","0","0","727966.8","56460.64","0","14436.39","-14436.39","231828.6","24.72428","0.004033267","0","0","100","0","15086.03","0","0","56460.64"
"3/10/2007 3:00:00 AM","0","0","-126.1899","90","0","0","4.240333","16336.09","0","17445.55","17445.55","0","-3","0","0","0","0","17445.55","93.64043","0","0","16336.09","1167.855","1109.462","0","0","744007.2","42024.26","0","1167.855","-1167.855","230597.6","24.59299","0.004033267","0","0","100","0","27358.15","0","16336.09","42024.26"
"3/10/2007 4:00:00 AM","0","0","-111.9968","90","0","0","7.52084","87921.57","0","16022.42","16022.42","0","-3","0","0","0","0","16022.42","548.7409","0","0","87921.57","0","0","71899.15","68304.19","745304.9","40856.4","68304.19","0","68304.19","295396.7","31.50374","0.004016925","0","0","100","0","61585.45","0","87921.57","40856.4"
"3/10/2007 5:00:00 AM","0","0","-99.08219","90","0","0","5.333273","31655.79","0","17109.44","17109.44","0","-3","0","0","0","0","17109.44","185.0194","0","0","31655.79","0","0","14546.34","13819.03","677000.7","102330.2","13819.03","0","13819.03","308506.5","32.90189","0.004013635","0","0","100","0","34648.28","0","31655.79","102330.2"
"3/10/2007 6:00:00 AM","0.000263322","0","-86.82242","90","0","0","5.747699","40142.46","0","39103.44","39103.44","0","-3","0","0","0","0","39103.44","102.6571","0","0","40142.46","0","0","1039.018","987.0674","663181.6","114767.3","987.0674","0","987.0674","309442.9","33.00176","0.0040134","0","0","100","0","63085.01","0","40142.46","114767.3"
"3/10/2007 7:00:00 AM","0.07407056","4.51376","-74.62537","74.9029","0.2235938","3652.439","4.910921","24979.45","0","52705.03","52705.03","0","-3","0","0","0","0","52705.03","54.32478","0","0","28631.89","29184.82","27725.58","0","0","662194.6","115655.7","0","25532.38","-25532.38","282529.4","30.13146","0.0040134","0","0","100","0","70465.26","2921.951","24979.45","119308.1"
"3/10/2007 8:00:00 AM","0.2450179","12.64904","-61.94336","59.9759","0.5515752","9010.066","4.112516","14989.11","0","52694.54","52694.54","0","-3","0","0","0","0","52694.54","45.54395","0","0.000000000007275958","23999.17","39689.93","37705.43","0","0","690563.9","90123.28","0","30679.86","-30679.86","250190","26.6825","0.0040134","0","0","100","0","65458.55","7208.054","14989.11","99133.34"
"3/10/2007 9:00:00 AM","0.3040772","19.8355","-48.28962","45.07541","0.5749426","9391.776","9.873713","120191","0","67302.96","67302.96","0","-3","0","0","0","0","67302.96","192.5366","0","0","129582.8","0","0","52888.07","50243.67","724652.6","59443.41","59635.45","0","59635.45","306765.2","32.71618","0.003999265","0","0","100","0","134128.8","7513.421","120191","68835.19"
"3/10/2007 10:00:00 AM","0.4141731","25.56435","-33.31975","30.24678","0.7897058","12899.97","9.174537","116934.4","0","49240.24","49240.24","0","-3","0","0","0","0","49240.24","263.6754","0","0","129834.4","0","0","67694.17","64309.46","665017.2","113115.3","77209.43","0","77209.43","380012.5","40.52793","0.003981112","0","0","100","0","112631.5","10319.97","116934.4","126015.3"
"3/10/2007 11:00:00 AM","0.3730676","29.29499","-17.00619","15.70189","0.5790551","9458.955","10.70962","121446.2","0","64589.46","64589.46","0","-3","0","0","0","0","64589.46","202.6726","0","0","130905.1","0","0","56856.7","54013.87","587807.8","182603.8","63472.82","0","63472.82","440228.1","46.94986","0.003966312","0","0","100","0","131771.5","7567.164","121446.2","192062.8"
"3/10/2007 12:00:00 PM","0.5366309","30.57914","0.1846635","5.191223","1.03566","16917.67","9.155326","116732","0","57606.69","57606.69","0","-3","0","0","0","0","57606.69","232.0036","0","0","133649.6","0","0","59125.27","56169","524334.9","239729.3","73086.67","0","73086.67","509564.2","54.34448","0.003949406","0","0","100","0","121733.3","13534.13","116732","256647"
"3/10/2007 1:00:00 PM","0.4812358","29.23983","17.36515","16.00315","0.9141773","14933.23","13.26816","121500","0","44812.92","44812.92","0","-3","0","0","0","0","44812.92","304.4507","0","0","136433.2","0","0","76687.09","72852.73","451248.2","305507.3","87785.96","0","87785.96","592845.2","63.22631","0.003929289","0","0","100","0","110044.2","11946.58","121500","320440.6"
"3/10/2007 2:00:00 PM","0.4110295","25.46135","33.65307","30.56091","0.7825358","12782.84","10.86512","121500","0","50926.38","50926.38","0","-3","0","0","0","0","50926.38","263.6803","0","0","134282.8","0","0","70573.62","67044.94","363462.3","384514.7","79827.78","0","79827.78","668576.6","71.30298","0.003911172","0","0","100","0","116769","10226.27","121500","397297.6"
"3/10/2007 3:00:00 PM","0.2917962","19.6958","48.59313","45.39208","0.537146","8774.363","12.36865","121500","0","34939.75","34939.75","0","-3","0","0","0","0","34939.75","372.8543","0","0","130274.4","0","0","86560.25","82232.23","283634.5","456359.7","91006.6","0","91006.6","754913","80.51067","0.003890722","0","0","100","0","99183.73","7019.491","121500","465134.1"
"3/10/2007 4:00:00 PM","0.1860977","12.48407","62.22185","60.29343","0.3705701","6053.32","6.921862","68984.86","0","29197.22","29197.22","0","-3","0","0","0","0","29197.22","257.0045","0","0","75038.18","0","0","39787.64","37798.25","192627.9","538265.6","43851.57","0","43851.57","796514.2","84.9474","0.003880944","0","0","100","0","66609.38","4842.656","68984.86","544319"
"3/10/2007 5:00:00 PM","0.06363768","4.333638","74.88818","75.22077","0.1749155","2857.272","6.614599","60867.29","0","48775.08","48775.08","0","-3","0","0","0","0","48775.08","130.6498","0","0","63724.55","0","0","12092.21","11487.59","148776.3","577732.1","14344.87","0","14344.87","810123","86.39875","0.003877756","0","0","100","0","84086.23","2285.818","60867.29","580589.3"
"3/10/2007 6:00:00 PM","0.0001065608","0","87.0807","90","0","0","7.083606","74098.41","0","44891.37","44891.37","0","-3","0","0","0","0","44891.37","165.0616","0","0","74098.41","0","0","29207.05","27746.7","134431.5","590642.4","27746.7","0","27746.7","836445.8","89.20605","0.003871605","0","0","100","0","86429.71","0","74098.41","590642.4"
"3/10/2007 7:00:00 PM","0","0","99.34808","90","0","0","7.532129","88278.48","0","70165.73","70165.73","0","-3","0","0","0","0","70165.73","125.8142","0","0","88278.48","0","0","18112.75","17207.12","106684.8","615614.5","17207.12","0","17207.12","852769.9","90.94701","0.003867799","0","0","100","0","121321.5","0","88278.48","615614.5"
"3/10/2007 8:00:00 PM","0","0","112.2834","90","0","0","3.941126","13182.94","0","91570.86","91570.86","0","-3","0","0","0","0","91570.86","14.39644","0","0","13182.94","82513.6","78387.92","0","0","89477.66","631100.9","0","82513.6","-82513.6","765792.9","81.671","0.003867799","0","0","100","0","107319.4","0","13182.94","631100.9"
"3/10/2007 9:00:00 PM","0","0","126.5104","90","0","0","2.288255","0","0","72917.4","72917.4","0","-3","0","0","0","0","72917.4","0","0","0","0","76755.16","72917.4","0","0","181159.4","548587.2","0","76755.16","-76755.16","684885.9","73.04235","0.003867799","0","0","100","0","80209.13","0","0","548587.2"
"3/10/2007 10:00:00 PM","0","0","142.5833","90","0","0","8.035276","100507","0","48513.71","48513.71","0","-3","0","0","0","0","48513.71","207.1724","0","0","100507","0","0","51993.29","49393.62","266442.9","471832.1","49393.62","0","49393.62","731744.8","78.0398","0.003856919","0","0","100","0","103618.6","0","100507","471832.1"
"3/10/2007 11:00:00 PM","0","0","160.6886","90","0","0","6.334462","53486.83","0","26013.85","26013.85","0","-3","0","0","0","0","26013.85","205.6091","0","0","53486.83","0","0","27472.98","26099.33","217049.3","516286.4","26099.33","0","26099.33","756504.8","80.68044","0.003851194","0","0","100","0","55358.65","0","53486.83","516286.4"
"3/11/2007 12:00:00 AM","0","0","-179.7092","90","0","0","5.352176","31954.61","0","13119.01","13119.01","0","-3","0","0","0","0","13119.01","243.5749","0","0","31954.61","0","0","18835.6","17893.82","190950","539775.8","17893.82","0","17893.82","773480.4","82.49086","0.003847279","0","0","100","0","30408.21","0","31954.61","539775.8"
